OID,year,month,day,hour,minute,second,latitude,longitude,magnitude,depth,q,eventid,strike,smajax,sminax,unc,q_1,unc_1,q_12,s,mo,fac,mo_auth,mpp,mpr,mrr,mrt,mtp,mtt,str1,dip1,rake1,str2,dip2,rake2,type
-1,1913,4,18,19,2,34,9.459,126.515,6.62,15, C,914056,91.6,19.6,11.8,17.1, C,0.39, C, p, , , , , , , , , , , , , , , , 
-1,1913,4,24,10,15,26,9.895,125.813,6.63,15, B,914058,70.7,17.2,12.9,18, C,0.21, B, p, , , , , , , , , , , , , , , , 
-1,1913,4,24,12,15,28,9.737,126.309,6.43,15, C,914059,84.7,19.9,10.9,17.1, C,0.23, B, p, , , , , , , , , , , , , , , , 
-1,1913,4,26,4,6,13,9.337,126.265,6.23,35, C,914061,83.4,25.8,13.6,17.1, C,0.39, C, p, , , , , , , , , , , , , , , , 
-1,1913,4,28,18,39,27,9.275,125.291,6.33,15, B,914063,69.8,26.9,9.9,16.1, C,0.32, C, p, , , , , , , , , , , , , , , , 
-1,1915,3,12,14,48,33,11.844,122.695,6.82,15, B,913886,72.8,20.9,10.3,6.5, C,0.39, C, p, , , , , , , , , , , , , , , , 
-1,1917,2,18,1,22,48,11.287,123.238,5.88,15, C,913413,74.3,29.8,17.1,25, C,0.27, C, p, , , , , , , , , , , , , , , , 
-1,1917,2,25,5,20,23,12.998,125.666,5.88,15, B,913419,70.1,17,10.3,13.1, C,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1917,2,25,5,45,59,12.969,125.743,6.07,15, C,913420,118.3,22.4,20.2,13.1, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1921,5,21,8,42,13,12.67,125.635,6.5,35, B,912236,82.8,20,11.3,11.1, C,0.43, C, p, , , , , , , , , , , , , , , , 
-1,1924,5,16,12,50,58,11.025,124.917,5.95,15, C,910955,73.4,31.1,22,13.3, C,0.45, C, p, , , , , , , , , , , , , , , , 
-1,1925,5,5,10,6,15,9.798,123.044,6.82,15, A,910478,74.7,9.2,7,4.5, C,0.48, C, p, , , , , , , , , , , , , , , , 
-1,1925,5,5,11,58,46,9.513,123.113,6.15,15, C,910480,70.9,19.8,11.8,25, C,0.26, B, p, , , , , , , , , , , , , , , , 
-1,1925,5,7,12,11,44,12.85,125.672,6.23,35, C,910488,132.5,17.9,14.3,13.1, C,0.3, C, p, , , , , , , , , , , , , , , , 
-1,1925,5,7,14,34,14,12.836,125.219,6.35,35, C,910489,126.4,18,15.6,18.3, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1925,11,13,12,14,51,12.734,124.719,7.24,20, A,910734,62.4,8.8,5.9,53.1, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1925,11,14,8,10,57,12.311,125.434,6.06,35, C,910735,59.9,14.5,9.1,11.1, C,0.7, C, p, , , , , , , , , , , , , , , , 
-1,1925,11,14,10,3,35,12.467,125.541,6.12,35, C,910736,68.5,12.4,8.5,11.1, C,0.23, B, p, , , , , , , , , , , , , , , , 
-1,1925,11,14,14,37,8,12.701,125.566,6.05,35, C,910737,108.3,21,12.6,11.1, C,0.58, C, p, , , , , , , , , , , , , , , , 
-1,1925,12,26,18,23,46,8.945,125.695,6.48,20, C,910783,69.5,23,14.4,27.9, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1926,11,27,5,19,29,11.415,124.808,6.29,15, B,910250,48.4,13.3,11.4,42.1, C,0.26, B, p, , , , , , , , , , , , , , , , 
-1,1927,6,7,9,36,35,9.928,126.642,5.62,15, C,909324,87.7,40.8,23,14.5, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1927,7,3,8,16,42,13.332,124.659,5.98,35, C,909361,159.1,24.1,13.5,10.5, C,0.28, B, p, , , , , , , , , , , , , , , , 
-1,1927,8,13,11,46,28,12.062,126.252,5.65,15, C,909450,97.9,24.6,15.1,6.4, C,0.27, C, p, , , , , , , , , , , , , , , , 
-1,1927,11,18,3,24,48,9.564,125.986,6.33,35, B,909636,60,14.9,8.9,23.1, C,0.34, C, p, , , , , , , , , , , , , , , , 
-1,1928,3,12,16,55,49,10.348,124.909,5.68,15, C,908533,102.1,56.7,26.8,15.1, C,0.21, C, p, , , , , , , , , , , , , , , , 
-1,1929,7,9,17,23,34,9.108,126.209,5.6,15, C,908203,41.6,132.2,39.6,46.5, C,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1931,1,24,13,41,19,10.442,126.036,6.11,35, B,906588,74.9,11.8,7.2,19.6, C,0.3, B, p, , , , , , , , , , , , , , , , 
-1,1931,5,24,0,13,7,10.267,125.616,6.1,15, C,906789,91.2,12.5,9.2,42.2, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1931,7,12,16,45,30,12.71,123.889,6.47,15, A,906870,70.5,7.9,6.3,8, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1931,10,26,14,42,13,12.188,125.719,5.67,35, C,907097,38.9,15.8,11.4,13.4, C,0.29, C, p, , , , , , , , , , , , , , , , 
-1,1932,7,11,8,21,35,12.34,125.289,5.82,35, C,906284,142,22.4,15.1,11.1, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1933,8,20,11,45,10,13.185,124.847,6.29,20, A,905767,28.3,9.2,6.8,4.6, A,0.32, C, p, , , , , , , , , , , , , , , , 
-1,1933,8,22,13,12,56,12.471,125.21,5.84,35, C,905772,1,16,11.4,19.4, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1935,5,24,5,36,42,12.086,124.941,6.79,45, A,904298,76.9,8.9,5.9,14.8, C,0.42, C, p, , , , , , , , , , , , , , , , 
-1,1935,5,25,0,8,1,12.131,125.714,6.08,25, B,904299,40.2,10,7.8,13.4, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1935,5,25,8,33,5,11.746,125.586,5.71,25, C,904302,18.1,17.8,15.5,16.9, C,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1935,5,26,22,3,54,12.034,125.804,6.17,25, B,904303,84.1,10.1,7.6,6.5, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1935,6,9,6,33,60,11.61,125.692,5.7,25, C,904338,33.4,14.6,11.7,16.9, C,0.32, C, p, , , , , , , , , , , , , , , , 
-1,1935,6,18,22,27,47,12.408,125.592,5.96,25, A,904347,31.4,9.3,8.1,11.1, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1935,8,1,14,6,39,11.732,125.821,6.19,25, B,904445,39.1,10.5,7.2,16.2, C,0.36, C, p, , , , , , , , , , , , , , , , 
-1,1935,10,10,20,8,11,11.4,126.6,5.77,15, C,904572,55.9,27.1,20.4,5.1, C,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1935,11,16,5,50,12,11.874,125.819,6.01,15, C,904654,73.3,19.2,17.9,6.5, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1936,4,11,23,38,5,11.703,125.812,5.7,15, C,903556,173.3,15.6,12.7,16.2, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1936,4,25,4,36,25,9.659,124.714,5.6,25, C,903582,80.4,34.6,15.1,14.9, C,0.64, C, p, , , , , , , , , , , , , , , , 
-1,1936,12,8,10,24,27,10.231,125.36,5.83,15, B,903978,47.7,11.8,9.6,25, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1937,6,20,18,28,40,11.735,126.734,5.62,15, C,903120,25.7,36.5,20.1,5.1, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1937,9,22,3,11,8,12.391,123.841,6.26,15, B,903260,148.2,9.5,8.5,8, C,0.25, B, p, , , , , , , , , , , , , , , , 
-1,1938,2,5,9,54,60,13.203,123.708,6.07,15, A,902358,48,9.6,7.9,10.6, C,0.63, C, p, , , , , , , , , , , , , , , , 
-1,1938,8,29,15,22,25,12.036,124.134,6.75,15, A,902648,49.5,7.8,6,11.9, C,0.29, B, p, , , , , , , , , , , , , , , , 
-1,1938,11,13,4,53,20,10.34,125.783,6.05,35, B,902788,64,9.7,7.9,19.6, C,0.25, B, p, , , , , , , , , , , , , , , , 
-1,1939,3,29,2,28,60,9.282,126.265,5.63,25, C,901883,97.2,16.3,12.7,17.1, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1940,4,8,2,49,23,13.158,125.214,5.84,15, C,901269,175,26.2,11.9,18.3, C,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1941,11,5,17,38,50,12.808,123.518,6.85,15, A,901063,75.7,6.9,6.2,10.6, C,0.39, C, p, , , , , , , , , , , , , , , , 
-1,1942,1,23,21,28,30,10.185,126.306,6.05,25, B,900174,40.1,12.9,9.3,14.5, C,0.22, B, p, , , , , , , , , , , , , , , , 
-1,1942,3,12,13,24,7,9.975,126.087,5.93,15, C,900228,28.6,22,17.2,18, C,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1942,6,14,14,29,38,12.031,125.88,6.04,15, B,900330,127.4,15,13.7,6.5, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1942,7,25,6,22,36,11.777,124.98,6.31,55, B,900397,44.5,8.7,7.7,14.8, C,0.43, C, p, , , , , , , , , , , , , , , , 
-1,1942,12,3,1,12,60,10.051,125.801,6.3,15, B,900574,41.7,18.4,13.3,18, C,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1943,5,3,1,59,14,13.02,124.304,7.36,15, A,899838,33.2,7.6,7,22, C,0.34, C, p, , , , , , , , , , , , , , , , 
-1,1943,8,20,1,22,10,10.118,126.332,6.08,35, B,899971,25.7,14.2,12.3,14.5, C,0.39, C, p, , , , , , , , , , , , , , , , 
-1,1943,11,28,6,20,3,9.672,125.853,6.1,35, B,900108,44.6,10.9,9,23.1, C,0.54, C, p, , , , , , , , , , , , , , , , 
-1,1943,12,13,15,53,24,10.083,126.042,6.39,35, B,900127,47.1,17.5,11.6,18, C,0.21, B, p, , , , , , , , , , , , , , , , 
-1,1945,1,13,11,57,12,9.681,126.679,6.06,35, B,898755,50.5,23.3,8.5,17.1, C,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1947,1,8,0,4,35,9.438,126.401,6,35, B,897709,56.9,19.2,10,17.1, C,0.69, C, p, , , , , , , , , , , , , , , , 
-1,1947,6,7,18,47,52,11.185,124.666,6.87,15, A,897883,52.7,8.8,6.7,6.5, C,0.41, C, p, , , , , , , , , , , , , , , , 
-1,1947,6,10,11,12,41,11.623,124.857,6.22,15, C,897886,33.2,20,12.7,42.1, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1950,7,18,16,25,51,9.679,125.421,6.06,15, A,895605,83.1,19,13.9,16.1, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1950,9,25,23,16,4,9.864,126.264,5.96,25, A,895864,40,11.3,8.5,14.5, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1951,11,4,11,9,48,11.789,125.629,6.27,25, A,894884,54.1,8.4,5.9,13.4, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1954,7,2,2,45,13,12.835,124.079,6.57,15, A,890805,68.7,5.8,5.4,30.9, C,0.4, C, p, , , , , , , , , , , , , , , , 
-1,1957,2,10,22,32,22,10.336,126.191,6.56,20, A,885935,58.7,7,4.8,19.6, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1957,2,10,22,50,59,10.317,126.216,6.67,20, A,885936,56.7,9,6.2,19.6, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1957,2,11,1,14,50,10.127,126.153,6.58,20, A,885937,60.1,7.3,4.9,18, C,0.21, B, p, , , , , , , , , , , , , , , , 
-1,1957,2,11,14,25,43,9.998,126.403,6.2,15, A,885944,45,9.6,7.2,14.5, C,0.23, B, p, , , , , , , , , , , , , , , , 
-1,1957,2,13,0,29,54,10.14,126.366,6.15,15, B,885950,54.2,8.2,5.2,14.5, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1957,8,18,8,37,2,12.221,123.959,6.48,20, A,887045,58.8,6.1,4.5,11.9, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1958,3,13,23,49,30,12.658,123.092,5.84,25, B,883999,45.1,8.3,5.5,8.3, C,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1959,8,5,5,16,47,12.183,125.168,5.57,35, B,882577,49.9,12.9,7.5,14.8, C,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1963,3,24,9,43,20,8.925,125.677,5.84,35, A,872024,56.6,9,6.1,4.8, A,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1964,11,24,12,40,60,13.023,124.683,6.35,35, A,863013,57.2,5.5,3.8,22, C,0.29, B, p, , , , , , , , , , , , , , , , 
-1,1964,12,27,17,43,23,12.898,125.377,5.93,20, B,862253,39.4,6.6,4.2,13.1, C,0.29, C, p, , , , , , , , , , , , , , , , 
-1,1965,1,9,13,32,51,11.938,126.427,5.82,15, B,860890,49.2,7.6,4.3,6.4, C,0.69, C, p, , , , , , , , , , , , , , , , 
-1,1965,4,2,13,4,2,12.728,123.93,5.76,15, B,857364,57.9,12.5,6.5,8, C,0.21, C, p, , , , , , , , , , , , , , , , 
-1,1965,5,24,23,21,13,13.174,124.604,5.92,25, A,857130,53,5.6,4,3.9, A,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1966,6,6,20,47,11,9.528,126.505,6.04,25, B,846202,63.6,7.7,4.3,4, A,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1966,9,13,23,45,16,9.425,126.224,5.53,45, B,843452,60.6,14.9,8,5.2, A,0.25, C, p, , , , , , , , , , , , , , , , 
-1,1967,8,19,15,28,8,10.295,125.881,5.95,35, B,832408,57.1,6.5,4.1,4.6, A,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1967,12,23,17,14,31,10.938,125.322,5.52,78, B,828688,60.7,13.4,7.2,5.2, A,0.27, C, p, , , , , , , , , , , , , , , , 
-1,1968,3,5,18,16,39,9.507,126.415,6.27,35, B,824679,55.9,6.9,4.3,4.5, A,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1968,3,5,18,31,6,9.56,126.246,5.6,70, B,824680,70.3,18.6,10.4,23.1, C,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1968,3,31,8,19,35,11.486,125.393,5.51,50, B,825590,67.2,15.1,7.6,5.5, A,0.5, C, p, , , , , , , , , , , , , , , , 
-1,1968,12,12,5,25,37,9.715,125.884,5.87,98, B,814089,58.4,9.3,4.9,5.1, A,0.52, C, p, , , , , , , , , , , , , , , , 
-1,1969,5,21,2,56,52,11.734,125.876,5.95,30, B,809164,58.6,8.8,4.8,16.2, C,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1969,5,26,15,37,22,11.793,125.786,5.98,30, B,809313,54.4,8.1,4.6,6.5, C,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1969,5,28,3,41,7,11.765,125.681,5.53,26, B,809347,53.5,10.4,5.7,4, A,0.49, C, p, , , , , , , , , , , , , , , , 
-1,1969,6,21,6,36,42,11.223,125.483,5.53,48, A,808204,54.1,11.4,8,5.2, A,0.25, C, p, , , , , , , , , , , , , , , , 
-1,1970,2,17,5,46,3,9.846,125.912,5.58,55, B,799184,53.8,7.9,4.9,5.1, A,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1970,4,24,0,17,12,10.515,125.502,5.51,86, A,797087,64.1,9.9,6.8,6.1, A,0.48, C, p, , , , , , , , , , , , , , , , 
-1,1970,5,30,13,16,30,12.233,124.592,5.77,106, B,796137,55.9,6.8,4.3,4.8, A,0.27, C, p, , , , , , , , , , , , , , , , 
-1,1970,7,12,9,18,6,10.769,125.387,5.81,78, B,793704,61,6.8,4.3,5, A,0.33, C, p, , , , , , , , , , , , , , , , 
-1,1970,11,13,14,16,24,12.081,123.863,6.55,14, A,790180,58.6,6.2,4.5,3.7, A,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1971,3,31,9,14,2,8.981,125.646,5.68,15, B,786765,56.9,8.3,5.1,3.7, A,0.27, C, p, , , , , , , , , , , , , , , , 
-1,1971,3,31,10,23,58,8.9,125.657,5.74,15, B,786767,52.4,7.9,5,3.7, A,0.23, C, p, , , , , , , , , , , , , , , , 
-1,1971,4,2,4,16,9,9.022,125.597,5.53,15, B,785235,57.6,9.7,5.8,3.6, A,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1971,5,3,6,19,3,8.883,124.263,5.84,20, B,784038,59.8,19.1,8.4,25, C,0.46, C, p, , , , , , , , , , , , , , , , 
-1,1971,7,2,5,34,29,12.36,123.899,6.07,25, B,781837,56,7.8,4.7,8, C,0.31, C, p, , , , , , , , , , , , , , , , 
-1,1971,7,14,0,1,51,9.333,126.08,5.47,68, A,782175,61.3,8.4,6.2,5.2, A,0.38, C, p, , , , , , , , , , , , , , , , 
-1,1971,7,25,12,51,46,12.439,123.691,6.44,40, A,782654,55.8,6.6,4.4,4.8, A,0.35, C, p, , , , , , , , , , , , , , , , 
-1,1972,7,7,12,36,16,11.856,126.21,5.62,25, B,771389,66.9,9,5.4,6.5, C,0.7, C, p, , , , , , , , , , , , , , , , 
-1,1973,2,28,8,7,31,9.632,126.165,5.53,30, B,764430,64.9,11.5,6,23.1, C,0.49, C, p, , , , , , , , , , , , , , , , 
-1,1973,4,5,4,32,15,11.973,122.548,5.65,30, B,761168,59.4,7.2,4.7,6.5, C,0.3, C, p, , , , , , , , , , , , , , , , 
-1,1973,7,3,6,37,36,12.285,125.469,6.1,30, B,757880,55.5,6.8,4.1,11.1, C,0.21, B, p, , , , , , , , , , , , , , , , 
-1,1973,7,3,7,3,47,12.269,125.428,6.53,30, A,757881,58.3,5.9,3.9,3.9, A,0.34, C, p, , , , , , , , , , , , , , , , 
-1,1973,7,3,7,57,23,12.194,125.518,5.61,30, B,757885,60.4,9.7,6.1,13.4, C,0.27, C, p, , , , , , , , , , , , , , , , 
-1,1973,7,5,22,46,19,13.205,124.581,6.32,30, A,758002,56.6,5.3,3.9,3.9, A,0.47, C, p, , , , , , , , , , , , , , , , 
-1,1973,7,25,19,58,59,12.148,125.756,5.56,34, B,758703,58,9.7,5.7,6.5, C,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1973,9,13,6,19,47,9.176,126.279,5.51,63, B,756309,58.2,7,4.4,4.9, A,0.24, C, p, , , , , , , , , , , , , , , , 
-1,1973,9,20,20,43,41,9.182,123.972,6.53,557, A,756543,57,5.3,3.6,6.4, A,0.1, A, d,7.8,18,    gcmt,6.35,0.69,-2.32,-5.86,-0.39,-4.03,33,55,-25,138,69,-142, BDC
-1,1973,9,22,5,1,46,9.928,126.268,5.6,35, B,756584,64.1,9.8,5.7,14.5, C,0.31, C, p, , , , , , , , , , , , , , , , 
-1,1973,9,23,12,25,52,10.316,125.273,5.53,25, A,756628,55.8,7.3,4.8,42.2, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1973,9,23,16,40,37,9.891,126.407,5.62,52, B,756637,63.7,9.7,5.7,14.5, C,0.27, C, p, , , , , , , , , , , , , , , , 
-1,1973,9,24,10,41,12,9.809,126.475,5.68,33, B,756659,62.7,12.4,6.6,4.7, A,0.37, C, p, , , , , , , , , , , , , , , , 
-1,1973,9,26,9,46,50,10.26,125.362,5.83,25, B,756711,55.8,7.9,5.1,42.2, C,0.29, C, p, , , , , , , , , , , , , , , , 
-1,1974,5,13,2,11,32,10.065,124.078,5.53,602, B,748157,63.3,8,4.8,6, A,0.47, C, p, , , , , , , , , , , , , , , , 
-1,1975,4,9,15,3,21,11.725,125.513,5.57,30, B,729940,65.2,9,5.4,16.9, C,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1975,5,20,15,40,9,9.811,126.458,5.6,30, B,729197,65.7,12.6,6.8,14.5, C,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1975,6,3,5,21,10,10.203,126.49,5.71,35, B,726993,69.5,9.9,5.7,14.5, C,0.22, C, p, , , , , , , , , , , , , , , , 
-1,1975,6,3,18,8,25,10.192,126.47,5.97,35, B,727020,56.1,6.3,4,14.5, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1975,6,3,19,10,22,10.376,126.449,5.5,20, B,727021,76.8,18,9.7,4.8, A,0.28, C, p, , , , , , , , , , , , , , , , 
-1,1975,6,13,6,8,38,12.325,125.506,5.99,35, A,727496,60.8,6.2,4.3,11.1, C,0.23, B, p, , , , , , , , , , , , , , , , 
-1,1975,8,9,7,35,18,9.555,126.209,5.77,35, B,724923,66.5,7.1,4.7,23.1, C,0.23, C, p, , , , , , , , , , , , , , , , 
-1,1975,8,23,15,6,44,10.042,125.836,6.02,65, A,725418,63.6,5.8,4,4.8, A,0.34, C, p, , , , , , , , , , , , , , , , 
-1,1975,10,30,12,13,57,12.519,126.085,5.88,25, A,723439,66,6.5,4.6,3.9, A,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1975,10,31,8,28,2,12.574,126.141,7.5,23, A,723470,66.1,6.3,4.3,3.9, A,0.3, B, d,2.3,20, bibliog, , , , , , ,112,30,-90,292,60,-90, FM
-1,1975,10,31,23,20,20,12.016,125.709,5.53,25, B,723506,64.6,13.3,6.1,13.4, C,0.25, C, p, , , , , , , , , , , , , , , , 
-1,1975,11,2,2,39,38,11.466,126.56,5.62,10, B,721189,64.1,8.5,5.5,5.1, C,0.24, C, p, , , , , , , , , , , , , , , , 
-1,1975,11,6,12,36,20,12.532,126.041,5.77,30, A,721369,57.3,5.4,4.1,10.9, C,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1975,11,15,20,39,32,12.906,125.994,6.25,35, A,721800,67.9,5.4,4,11.1, C,0.22, B, p, , , , , , , , , , , , , , , , 
-1,1975,11,29,2,17,60,11.969,125.959,6.2,38, A,722315,64.6,5.8,4.4,4.7, A,0.34, C, p, , , , , , , , , , , , , , , , 
-1,1975,12,1,12,7,3,12.513,126.034,5.52,55, A,719940,66.3,6.8,4.8,10.9, C,0.46, C, p, , , , , , , , , , , , , , , , 
-1,1975,12,3,17,6,56,9.277,126.319,5.5,40, A,720020,78.5,9.5,6.7,17.1, C,0.28, C, p, , , , , , , , , , , , , , , , 
-1,1976,8,17,1,11,12,10.155,125.852,6.02,33, A,709919,69.9,5.7,4,4.5, A,0.1, A, d,1.34,18,    gcmt,0.86,0.07,-1.25,-0.5,-0.57,0.39,131,55,-108,340,39,-67, BDC
-1,1976,8,25,12,29,59,13.056,124.43,5.87,40, A,710311,60.7,5.8,3.9,4.7, A,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1976,10,24,2,5,43,12.871,124.553,5.55,73, B,707509,74,8.2,5,4.8, A,0.33, C, p, , , , , , , , , , , , , , , , 
-1,1976,11,8,10,48,45,8.868,125.935,5.54,132, B,705686,58.6,6.9,4.6,4.8, A,0.39, C, p, , , , , , , , , , , , , , , , 
-1,1977,2,28,1,50,31,9.303,126.208,5.53,35, A,702939,61.7,6.8,4.8,23.1, C,0.1, A, d,2.46,17,    gcmt,-1.29,-0.27,2.75,0.44,0.68,-1.46,130,51,88,313,39,92, BDC
-1,1977,10,6,2,4,9,9.984,126.01,5.5,56, A,691451,63.9,11.7,7.8,5.3, A,0.23, C, p, , , , , , , , , , , , , , , , 
